sentence;Intent;Cause;Effect;Causal association;tokenized;bio_tags
Due to my diabetes , I pretty much exist on salads .;;diabetes;salads;1.0;['Due', 'to', 'my', 'diabetes', ',', 'I', 'pretty', 'much', 'exist', 'on', 'salads', '.'];['O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O']
"@USER @USER @USER @USER Sorry but I am a t1 diabetic if this cocks up my insulin supply I can't "" get on with it or I will he dead """;;cocks up my insulin supply;dead;1.0;"['@USER', '@USER', '@USER', '@USER', 'Sorry', 'but', 'I', 'am', 'a', 't1', 'diabetic', 'if', 'this', 'cocks', 'up', 'my', 'insulin', 'supply', 'I', ""can't"", '""', 'get', 'on', 'with', 'it', 'or', 'I', 'will', 'he', 'dead', '""']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O']
Insulin is just the tip , you need meter , batteries , lancets , test strips , alcohol wipe , syringes , CRAZY expensive , that ' s not including prescription medication or multiple meds !;mC;"Insulin;meter;batteries;lancets;test strips;alcohol wipe;syringes";expensive;1.0;"['Insulin', 'is', 'just', 'the', 'tip', ',', 'you', 'need', 'meter', ',', 'batteries', ',', 'lancets', ',', 'test', 'strips', ',', 'alcohol', 'wipe', ',', 'syringes', ',', 'CRAZY', 'expensive', ',', 'that', ""'"", 's', 'not', 'including', 'prescription', 'medication', 'or', 'multiple', 'meds', '!']";['I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'I-C', 'O', 'I-C', 'O', 'I-C', 'I-C', 'O', 'I-C', 'I-C', 'O', 'I-C', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Cant #sleep , going on almost 3 days , hating this new #insulin so instead if changing me back to humalog , they gave me zofran pills ...;;#insulin;Cant #sleep;1.0;['Cant', '#sleep', ',', 'going', 'on', 'almost', '3', 'days', ',', 'hating', 'this', 'new', '#insulin', 'so', 'instead', 'if', 'changing', 'me', 'back', 'to', 'humalog', ',', 'they', 'gave', 'me', 'zofran', 'pills', '...'];['I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
One thing that baffles me on dera controversy , #Ramraheemsingh was suffering from hypertension , acute diabetes & back ache .;mC;"hypertension;diabetes;back ache";suffering;1.0;['One', 'thing', 'that', 'baffles', 'me', 'on', 'dera', 'controversy', ',', '#Ramraheemsingh', 'was', 'suffering', 'from', 'hypertension', ',', 'acute', 'diabetes', '&', 'back', 'ache', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'I-C', 'O', 'O', 'I-C', 'O', 'I-C', 'I-C', 'O']
I ' m SO gonna die of malnutrition and diabetes one day .;mC;"malnutrition;diabetes";die;1.0;"['I', ""'"", 'm', 'SO', 'gonna', 'die', 'of', 'malnutrition', 'and', 'diabetes', 'one', 'day', '.']";['O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'I-C', 'O', 'I-C', 'O', 'O', 'O']
More than 50 % of Americans have a magnesium deficiency and do n't even know that it ' s linked to diabetes , heart disease , cancer , and many , many more conditions .;;magnesium deficiency;diabetes;1.0;"['More', 'than', '50', '%', 'of', 'Americans', 'have', 'a', 'magnesium', 'deficiency', 'and', 'do', ""n't"", 'even', 'know', 'that', 'it', ""'"", 's', 'linked', 'to', 'diabetes', ',', 'heart', 'disease', ',', 'cancer', ',', 'and', 'many', ',', 'many', 'more', 'conditions', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER I love Halloween but hate the candy ( I ' m damn diabetic ) but I love the decorations and costumes options and the costume sales to get cosplay items;;diabetic;hate the candy;1.0;"['@USER', 'I', 'love', 'Halloween', 'but', 'hate', 'the', 'candy', '(', 'I', ""'"", 'm', 'damn', 'diabetic', ')', 'but', 'I', 'love', 'the', 'decorations', 'and', 'costumes', 'options', 'and', 'the', 'costume', 'sales', 'to', 'get', 'cosplay', 'items']";['O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER I get that , I ' ve also heard artificial sweeteners give you an insulin spike , tricking your body out of ketosis;;sweeteners;insulin spike;1.0;"['@USER', 'I', 'get', 'that', ',', 'I', ""'"", 've', 'also', 'heard', 'artificial', 'sweeteners', 'give', 'you', 'an', 'insulin', 'spike', ',', 'tricking', 'your', 'body', 'out', 'of', 'ketosis']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I scared my mom while I was driving and she was n't paying attention and now she ' s saying if she gets diabetes it ' s bc I scared her .;;scared;diabetes;1.0;"['I', 'scared', 'my', 'mom', 'while', 'I', 'was', 'driving', 'and', 'she', 'was', ""n't"", 'paying', 'attention', 'and', 'now', 'she', ""'"", 's', 'saying', 'if', 'she', 'gets', 'diabetes', 'it', ""'"", 's', 'bc', 'I', 'scared', 'her', '.']";['O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER Like with insulin , on which there is just plain profit , since inventors gave it free to use , so zero R & D expenses , yet now costs a lot to buy .;;insulin;profit;1.0;['@USER', 'Like', 'with', 'insulin', ',', 'on', 'which', 'there', 'is', 'just', 'plain', 'profit', ',', 'since', 'inventors', 'gave', 'it', 'free', 'to', 'use', ',', 'so', 'zero', 'R', '&', 'D', 'expenses', ',', 'yet', 'now', 'costs', 'a', 'lot', 'to', 'buy', '.'];['O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER I wear an insulin pump because I ' m diabetic and it ' s crazy the amount of times a kid under 10 years old has asked me if I ' m wearing a pager .;;diabetic;insulin pump;1.0;"['@USER', 'I', 'wear', 'an', 'insulin', 'pump', 'because', 'I', ""'"", 'm', 'diabetic', 'and', 'it', ""'"", 's', 'crazy', 'the', 'amount', 'of', 'times', 'a', 'kid', 'under', '10', 'years', 'old', 'has', 'asked', 'me', 'if', 'I', ""'"", 'm', 'wearing', 'a', 'pager', '.']";['O', 'O', 'O', 'O', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER Haha those stupid white cartoon kids are going to die from diabetes .;;diabetes;die;1.0;['@USER', 'Haha', 'those', 'stupid', 'white', 'cartoon', 'kids', 'are', 'going', 'to', 'die', 'from', 'diabetes', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'I-C', 'O']
@USER ‘ diabetes on a plate ' yes many of us live with an auto immune condition causing a lack of insulin being produced and a lifetime of dependency on insulin otherwise we die not from eating sugar you idiot :p outing_face :;mE;auto immune condition;"lack of insulin;dependency on insulin";1.0;"['@USER', '‘', 'diabetes', 'on', 'a', 'plate', ""'"", 'yes', 'many', 'of', 'us', 'live', 'with', 'an', 'auto', 'immune', 'condition', 'causing', 'a', 'lack', 'of', 'insulin', 'being', 'produced', 'and', 'a', 'lifetime', 'of', 'dependency', 'on', 'insulin', 'otherwise', 'we', 'die', 'not', 'from', 'eating', 'sugar', 'you', 'idiot', ':p', 'outing_face', ':']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
We had to keep an eye on her damn blood sugar because she ' s a diabetic and insists on getting shit faced still : woozy_face :;;diabetic;keep an eye on her damn blood sugar;1.0;"['We', 'had', 'to', 'keep', 'an', 'eye', 'on', 'her', 'damn', 'blood', 'sugar', 'because', 'she', ""'"", 's', 'a', 'diabetic', 'and', 'insists', 'on', 'getting', 'shit', 'faced', 'still', ':', 'woozy_face', ':']";['O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Woke up : check_mark_button : Fake flirtedin twitter dms : check_mark_button : Gave my grandma her diabetes medication that she needs every 2 hours : cross_mark :;;diabetes;medication;1.0;['Woke', 'up', ':', 'check_mark_button', ':', 'Fake', 'flirtedin', 'twitter', 'dms', ':', 'check_mark_button', ':', 'Gave', 'my', 'grandma', 'her', 'diabetes', 'medication', 'that', 'she', 'needs', 'every', '2', 'hours', ':', 'cross_mark', ':'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Last night my mum got taken to hospital with a fever , cough and struggling to breath , she has type 2 diabetes and is high risk of coronavirus , I ' m praying with my whole heart she does n't have this virus .;;type 2 diabetes;high risk of coronavirus;1.0;"['Last', 'night', 'my', 'mum', 'got', 'taken', 'to', 'hospital', 'with', 'a', 'fever', ',', 'cough', 'and', 'struggling', 'to', 'breath', ',', 'she', 'has', 'type', '2', 'diabetes', 'and', 'is', 'high', 'risk', 'of', 'coronavirus', ',', 'I', ""'"", 'm', 'praying', 'with', 'my', 'whole', 'heart', 'she', 'does', ""n't"", 'have', 'this', 'virus', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
How to lose weight when I need all the glucose I can get for my brain to work and survive a semester;mE;glucose;"brain to work;survive";1.0;['How', 'to', 'lose', 'weight', 'when', 'I', 'need', 'all', 'the', 'glucose', 'I', 'can', 'get', 'for', 'my', 'brain', 'to', 'work', 'and', 'survive', 'a', 'semester'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'I-E', 'O', 'O']
@USER Sorry to here that elka my dad also has fatty liver disease and type 2 diabetes i have to constantly get on him about listening to his doc and checking his blood sugar numbers;mC;"fatty liver disease;type 2 diabetes";checking his blood sugar;1.0;['@USER', 'Sorry', 'to', 'here', 'that', 'elka', 'my', 'dad', 'also', 'has', 'fatty', 'liver', 'disease', 'and', 'type', '2', 'diabetes', 'i', 'have', 'to', 'constantly', 'get', 'on', 'him', 'about', 'listening', 'to', 'his', 'doc', 'and', 'checking', 'his', 'blood', 'sugar', 'numbers'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'I-E', 'O']
I see these tweets , and my first thought is always this : My mom is type one diabetic , and she has to keep sugar with her in case of a low .;;low;sugar;1.0;['I', 'see', 'these', 'tweets', ',', 'and', 'my', 'first', 'thought', 'is', 'always', 'this', ':', 'My', 'mom', 'is', 'type', 'one', 'diabetic', ',', 'and', 'she', 'has', 'to', 'keep', 'sugar', 'with', 'her', 'in', 'case', 'of', 'a', 'low', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O']
@USER @USER Or maybe because we are so wealthy , we eat more so we have more heart disease and diabetes and those are the people who can't fight covid off .;"mC;mE";"wealthy;eat more";"heart disease;diabetes";1.0;"['@USER', '@USER', 'Or', 'maybe', 'because', 'we', 'are', 'so', 'wealthy', ',', 'we', 'eat', 'more', 'so', 'we', 'have', 'more', 'heart', 'disease', 'and', 'diabetes', 'and', 'those', 'are', 'the', 'people', 'who', ""can't"", 'fight', 'covid', 'off', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'I-E', 'I-E', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER @USER When I was diagnosed at 11 , my t1d auntie gave me a bag full of very tasty sugar free snacks and it was very reassuring to me , because I felt like I could n't eat anything good ever again and that bag made me realise that I still could :);;sugar free snacks;reassuring;1.0;"['@USER', '@USER', 'When', 'I', 'was', 'diagnosed', 'at', '11', ',', 'my', 't1d', 'auntie', 'gave', 'me', 'a', 'bag', 'full', 'of', 'very', 'tasty', 'sugar', 'free', 'snacks', 'and', 'it', 'was', 'very', 'reassuring', 'to', 'me', ',', 'because', 'I', 'felt', 'like', 'I', 'could', ""n't"", 'eat', 'anything', 'good', 'ever', 'again', 'and', 'that', 'bag', 'made', 'me', 'realise', 'that', 'I', 'still', 'could', ':)']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
if you want to mock trump how about point out that we have people dying from rationing their insulin while pharmaceutical company and insurance execs make astronomical profits .;;rationing their insulin;dying;1.0;['if', 'you', 'want', 'to', 'mock', 'trump', 'how', 'about', 'point', 'out', 'that', 'we', 'have', 'people', 'dying', 'from', 'rationing', 'their', 'insulin', 'while', 'pharmaceutical', 'company', 'and', 'insurance', 'execs', 'make', 'astronomical', 'profits', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
( Same teacher continued ) I have Type 1 Diabetes and as a result of high blood sugar I have to use the bathroom a lot ( T1D was part of the reason I missed a lot that year ) but all my teachers except her would let me use the bathroom .;;high blood sugar;use the bathroom;1.0;['(', 'Same', 'teacher', 'continued', ')', 'I', 'have', 'Type', '1', 'Diabetes', 'and', 'as', 'a', 'result', 'of', 'high', 'blood', 'sugar', 'I', 'have', 'to', 'use', 'the', 'bathroom', 'a', 'lot', '(', 'T1D', 'was', 'part', 'of', 'the', 'reason', 'I', 'missed', 'a', 'lot', 'that', 'year', ')', 'but', 'all', 'my', 'teachers', 'except', 'her', 'would', 'let', 'me', 'use', 'the', 'bathroom', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
I do n't drink because I ' m diabetic , but I ' ve always been fascinated by beer cans because my father made me pick up cans on the parkway outside Poquito Bayou in Shalimar , FL for 1 mile when I was a young boy .;;diabetic;do n't drink;1.0;"['I', 'do', ""n't"", 'drink', 'because', 'I', ""'"", 'm', 'diabetic', ',', 'but', 'I', ""'"", 've', 'always', 'been', 'fascinated', 'by', 'beer', 'cans', 'because', 'my', 'father', 'made', 'me', 'pick', 'up', 'cans', 'on', 'the', 'parkway', 'outside', 'Poquito', 'Bayou', 'in', 'Shalimar', ',', 'FL', 'for', '1', 'mile', 'when', 'I', 'was', 'a', 'young', 'boy', '.']";['O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER The tweet is mean , but letting poor people die of diabetes is ...;;diabetes;die;1.0;['@USER', 'The', 'tweet', 'is', 'mean', ',', 'but', 'letting', 'poor', 'people', 'die', 'of', 'diabetes', 'is', '...'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'I-C', 'O', 'O']
@USER I ' m terrified I ' m going to get slapped with a big bill because my insulin and supplies costs have been suspiciously low;;insulin and supplies costs;terrified;1.0;"['@USER', 'I', ""'"", 'm', 'terrified', 'I', ""'"", 'm', 'going', 'to', 'get', 'slapped', 'with', 'a', 'big', 'bill', 'because', 'my', 'insulin', 'and', 'supplies', 'costs', 'have', 'been', 'suspiciously', 'low']";['O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O']
Warren supporters when the neighbor ' s child dies because they could n't afford insulin;;could n't afford insulin;dies;1.0;"['Warren', 'supporters', 'when', 'the', 'neighbor', ""'"", 's', 'child', 'dies', 'because', 'they', 'could', ""n't"", 'afford', 'insulin']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C']
"@USER "" I get diabetes from my momma ' s side and high blood pressure from my dad ' s said """;"mC;mE";"momma ' s side;dad ' s said";"diabetes;high blood pressure";1.0;"['@USER', '""', 'I', 'get', 'diabetes', 'from', 'my', 'momma', ""'"", 's', 'side', 'and', 'high', 'blood', 'pressure', 'from', 'my', 'dad', ""'"", 's', 'said', '""']";['O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'O', 'I-E', 'I-E', 'I-E', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'O']
please share this in hopes that someone is able to help , coming from someone who has diabetes too it ' s scary and can be very costly , i am unable to give money but someone out there can : beating_heart :;mE;diabetes;"scary;costly";1.0;"['please', 'share', 'this', 'in', 'hopes', 'that', 'someone', 'is', 'able', 'to', 'help', ',', 'coming', 'from', 'someone', 'who', 'has', 'diabetes', 'too', 'it', ""'"", 's', 'scary', 'and', 'can', 'be', 'very', 'costly', ',', 'i', 'am', 'unable', 'to', 'give', 'money', 'but', 'someone', 'out', 'there', 'can', ':', 'beating_heart', ':']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
@USER @USER I might be wrong but because he is diabetic he can suffer from cramps etc;;diabetic;suffer from cramps;1.0;['@USER', '@USER', 'I', 'might', 'be', 'wrong', 'but', 'because', 'he', 'is', 'diabetic', 'he', 'can', 'suffer', 'from', 'cramps', 'etc'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'I-E', 'I-E', 'I-E', 'O']
@USER I am ok on diet because I am a diabetic .;;diabetic;diet;1.0;['@USER', 'I', 'am', 'ok', 'on', 'diet', 'because', 'I', 'am', 'a', 'diabetic', '.'];['O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'I-C', 'O']
Making an emergency trip to Mosgiel to get some insulin off a stranger Suspect I have a dodgy batch & urgent pharmacy have the same batch as me Have done everything possible to bring BGL down new everything over last 24h without success TG I ' m not susceptible to ketones #T1D;;bring BGL down;insulin;1.0;"['Making', 'an', 'emergency', 'trip', 'to', 'Mosgiel', 'to', 'get', 'some', 'insulin', 'off', 'a', 'stranger', 'Suspect', 'I', 'have', 'a', 'dodgy', 'batch', '&', 'urgent', 'pharmacy', 'have', 'the', 'same', 'batch', 'as', 'me', 'Have', 'done', 'everything', 'possible', 'to', 'bring', 'BGL', 'down', 'new', 'everything', 'over', 'last', '24h', 'without', 'success', 'TG', 'I', ""'"", 'm', 'not', 'susceptible', 'to', 'ketones', '#T1D']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
when i was first diagnosed w diabetes my pancreas would still randomly kick out some insulin sometimes ( “ the honeymoon phase ” ) and it would send me into hypoglycaemia and knock me right out in a matter of minutes ...;;diabetes;hypoglycaemia;1.0;['when', 'i', 'was', 'first', 'diagnosed', 'w', 'diabetes', 'my', 'pancreas', 'would', 'still', 'randomly', 'kick', 'out', 'some', 'insulin', 'sometimes', '(', '“', 'the', 'honeymoon', 'phase', '”', ')', 'and', 'it', 'would', 'send', 'me', 'into', 'hypoglycaemia', 'and', 'knock', 'me', 'right', 'out', 'in', 'a', 'matter', 'of', 'minutes', '...'];['O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
Ca n't get to sleep because my blood sugars were low so I had some sweets and now they ' re too high : loudly_crying_face : #T1D #Diabetes;;"blood sugars were low;#T1D;#Diabetes";"Ca n't get to sleep;sweets";1.0;"['Ca', ""n't"", 'get', 'to', 'sleep', 'because', 'my', 'blood', 'sugars', 'were', 'low', 'so', 'I', 'had', 'some', 'sweets', 'and', 'now', 'they', ""'"", 're', 'too', 'high', ':', 'loudly_crying_face', ':', '#T1D', '#Diabetes']";['I-E', 'I-E', 'I-E', 'I-E', 'I-E', 'O', 'O', 'I-C', 'I-C', 'I-C', 'I-C', 'O', 'O', 'O', 'O', 'I-E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-C', 'I-C']
I thought he died of a heart attack or diabetes .;;"heart attack;diabetes";died;1.0;['I', 'thought', 'he', 'died', 'of', 'a', 'heart', 'attack', 'or', 'diabetes', '.'];['O', 'O', 'O', 'I-E', 'O', 'O', 'I-C', 'I-C', 'O', 'I-C', 'O']
